" Đường Số 7, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh", 120 m,15,"Chính chủ cho thuê khách sạn 15 phòng kinh doanh (thang máy), Quận Bình Tân.
Khách sạn 15 phòng kinh doanh đầy đủ nội thất, Phòng ốc mới mẻ, sạch sẽ (thang máy)
Chính chủ kinh doanh chưa cho thuê lần nào.
Giá thuê:  60 triệu/tháng.
Đặt cọc: 6 tháng. thanh toán đầu tháng.
Khách sạn còn mới chỉ việc vào kinh doanh. ký hợp đồng với chính chủ nhà lâu dài.
Quý Anh/Chị Thiện chí quan tâm xin liên hệ trức tiếp em để xem khách sạn và làm việc chính chủ.",_,,3,20m,False,False,False,False,False,---, 60 triệu / tháng,Ngày đăng: 29/07/2023,10m,"Nhà hàng, khách sạn",6m
" Đường Bình Giã, Phường 10, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu", 90 m,---,"CHO THUÊ MẶT TIỀN BÌNH GIÃ
5X18 THÔNG SUỐT CƠ SỞ HẠ TẦNG CÓ SẴN CHỈ VÀO KD
- Ngang mặt tiền : 5M
- Chiều sâu : 18M
- Tổng Diện Tích hoặc kết cấu: cấp 4 thông suốt
- Giá Thuê :15 TRIỆU
VỊ TRÍ LƯU LƯỢNG XE QUA LẠI SẦM UẤT CẢ NGÀY . CÓ NHỮNG LÚC KẸT XE ^^",_,,---,18m,False,False,False,False,False,---, 15 triệu / tháng,Ngày đăng: 29/07/2023,30m,Nhà mặt tiền,5m
" 25 Phố Hàn Thuyên, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội", 1.540 m,---,"Cho thuê văn phòng 25 Hàn Thuyên, quận Hai Bà Trưng, Hà Nội, DTSD: 1540 m2, tòa nhà 07 tầng, vỉa hè - bãi xe rộng.
Nội dung: 
 Tòa nhà 25 Hàn Thuyên tọa lạc tại phố Hàn Thuyên, vị trí đắc địa quận Hai Bà Trưng, cách Hồ Hoàn Kiếm 01 km, giao thông đi lại thuận tiện. Tòa nhà phù hợp sử dụng làm văn phòng làm việc, chi nhánh ngân hàng, cơ sở đào tạo, phòng khám vừa và nhỏ…
I.Thông tin cụ thể như sau:
1.Vị trí: Số 25 Hàn Thuyên, phường Phạm Đình Hổ, quận Hai Bà Trưng, TP. Hà Nội.
2.Chủ đầu tư: Công ty TNHH MTV Nhà xuất bản Giáo dục Việt Nam.
3.Diện tích khu đất: 231 m2.
4.Diện tích xây dựng: 1.540 m2.
5.Phần diện tích cho thuê: 
Có thể là toàn bộ phần diện tích văn phòng của toàn nhà là 951 m2 hoặc cho thuê theo từng tầng.
6.Quy mô của tòa nhà: 
Tòa nhà 07  tầng nổi với chiều cao 25,1 m
- Tầng 1 : Khu văn phòng 87,6m2 + để xe
- Tầng 2-6 : Khu văn phòng 145m2
- Tầng 7: Khu văn phòng 138,4m2
Khi bàn giao sẽ đo đạc xác định diện tích theo thực tế.
7. Cách đo diện tích: Diện tích khu văn phòng được tính theo diện tích thông thủy, bao gồm cả cột (không bao gồm diện tích cầu thang, vệ sinh, hành lang, kỹ thuật).
8.Tổng diện tích để xe:
Tầng 1 : 70 m2
Vỉa hè : 50 m2
9. Giá thuê:
- Đơn giá thuê lẻ sàn tầng 1: 514.800 đ/m2/tháng.
- Đơn giá thuê lẻ sàn tầng 2-7: 343.200 đ/m2/tháng.
- Đơn giá thuê toàn bộ tòa nhà: 341.415.360 đ/tháng. 
   - Đơn giá trên đã bao gồm thuế GTGT và chưa bao gồm các chi phí dịch vụ bảo vệ, 
vệ sinh, quản lý kỹ thuật tòa nhà và các chi phí khác. Có thương thảo về giá thuê.
10.Mục đích sử dụng: 
Văn phòng làm việc, chi nhánh ngân hàng, cơ sở đào tạo, phòng khám vừa và nhỏ…
11. Điều khoản thanh toán:
Nếu thuê cả tòa nhà tiền cọc là 03 tháng, thanh toán theo kỳ 1 tháng hoặc thương thảo. Trong trường hợp thuê theo tầng sẽ thương thảo tùy theo thực tế.
II.Hiện tòa nhà đã được trang bị đầy đủ các thiết bị sau:
 	+ Hệ thống điện: Máy phát điện và Đèn chiếu sáng
 	+ Hệ điều hòa không khí: Điều hòa trung tâm VRV (Daikin 2 chiều)
+ Hệ thống camera – âm thanh: Camera (IP Hanwha Techwin) và Âm thanh thông báo (Toa).
+  Hệ thống PCCC: Chữa cháy vách tường, báo cháy tự động Unipos, cửa đi kính chống cháy EI70, bình chữa cháy, bơm chữa cháy tự động.
 	+  Thang máy: TID.
+ Thiết bị vệ sinh : Inax xả nước tự động.
+ Hệ thống vách kính: Vách kính mặt dựng giấu đố hệ Xingfa. Kính an toàn 2 lớp 8.38mm. Cửa sổ mở lật.
+ Sàn văn phòng: Sàn gỗ nhựa Glotex.
Tất cả đều mới.
Liên hệ thuê văn phòng: Anh Huy - SĐT 0913316316
",_,,---,---,False,False,False,False,False,---," 341,415 triệu / tháng",Ngày đăng: 29/07/2023,---,Văn phòng,---
" Ngõ 449 Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội", 20 m,1,"Cho thuê căn hộ chung cư­

Cần cho thuê  căn hộ chung cư khép kín có địa chỉ số 310 (tầng 3) nhà 2, ngõ 449, đường Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, Hà nội. Căn hộ có diện tích 20m2, ban công hướng đông nam thoáng mát, nhìn ra vườn hoa Ngọc Lâm, có 01 nhà vệ sinh, có công tơ điện, đồng hồ nước.  Căn hộ có 01 phòng khoảng 20 m2. Các thiết bị, đồ dùng kèm theo gồm : điều hòa nhiệt độ, máy giặt,  tủ đựng quần áo, bàn ghế….., giá 3 trđồng/tháng. 
Khu vực này rất thuận tiện do nằm cạnh đường Ngọc Lâm, gần các trường học: Trường mầm non nhà máy xe lửa Gia Lâm, THCS Ái Mộ, THPT Nguyễn Gia Thiều, gần chợ ga, chợ Ngọc Lâm, có chỗ gửi ô tô, xe máy.

Giá: 3 triệu / thángDiện tích: 20 m2
Địa chỉ tài sản: 310, nhà 2, ngõ 449 Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội

Địa chỉ liên hệ:
Chị Tuyết",_,,3,---,False,False,False,False,False,---, 3 triệu / tháng,Ngày đăng: 11/07/2023,---,Căn hộ chung cư,---
" Khu CN Đài Tư Đường Nguyễn Văn Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội", 1.000 m,---,"Thông tin mô tả: Chính chủ đăng tin
Công ty chúng tôi cần cho thuê kho xưởng diện tích 1000m², 2000m² và 3000m² tại KCN Đài Tư, Long Biên, Hà Nội.
* Tình trạng kho xưởng:
- Kho xưởng đạt tiêu chuẩn của khu công nghiệp.
- Giao thông thuận tiện container , xe cẩu, xe ben vào tận trong kho,
- Thời gian thuê 3 - 10 năm (tùy thuộc theo nhu cầu khách hàng thuê).
- Phù hợp với mọi khách hàng như kho giao hàng, nhà máy sản xuất, giao hàng vận chuyển, công ty may mặc, xưởng cắt gọt gia công cơ khí, chứa thuốc thú y và nông sản, Trại nuôi trồng trưng bày bán hàng, Gara sửa chữa ô tô, kinh doanh quán nhậu, đặt trụ sở công ty,...
- Vị trí thuộc quận  Long Biên, giáp với quốc lộ 5 và quốc lộ 1B, là trục đường giao thông quan trọng nối liền các khu kinh tế lớn Hà Nội, Bắc Ninh, Hải Dương, Hải Phòng, Quảng Ninh, Sân bay Quốc tế,... Rất thuận tiện để vận chuyển hàng hóa. Cách trung tâm thành phố Hà Nội 5km.

- Ngoài ra chúng tôi có cho thuê mặt bằng đất bãi ở Long Biên, Diện tích 5000m và giá thuê 16.000/m².",_,,---,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 90 ngàn / m,Ngày đăng: 13/07/2023,---,"Kho, xưởng",---
" Đường Tân Thuận, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh", 50.000 m,---,"**Đường 17, Phường Tân Thuận Đông, Quận 7, TP.HCM**

Với hơn 50.000 m2 diện tích xây sẵn nhà xưởng và kho, chúng tôi tự hào cung cấp dịch vụ cho thuê tại Khu Phức Hợp Tân Thuận (Quận 7). Được phát triển bởi Tan Thuan Corporation (TTC), chúng tôi đã xây dựng và quản lý các dự án KCX hàng đầu trong suốt hơn 30 năm qua.

**Vị trí tuyệt vời và tiện ích đa dạng**

Chúng tôi nằm ở trung tâm TP. HCM, mang đến vị trí không thể tuyệt vời hơn và một loạt tiện ích đáng kinh ngạc. Cảng VICT chỉ cách bước chân, và bạn chỉ cần mất 10 - 20 phút để đến Cảng Cát Lái (8km), trung tâm TP. HCM (4km) và khu đô thị Phú Mỹ Hưng (2km). Đây là sự thuận lợi tuyệt vời cho việc vận chuyển và tiếp cận các thị trường lớn.

**Diện tích linh hoạt phù hợp với mọi nhu cầu**

Chúng tôi cung cấp diện tích cho thuê linh hoạt, bắt đầu từ 500 m2 trở lên, đảm bảo rằng chúng tôi có không gian phù hợp với mọi nhu cầu kinh doanh của bạn. Bất kể bạn làm việc trong ngành công nghiệp nào, chúng tôi đều có giải pháp lưu trữ và sản xuất phù hợp.

**Cơ sở hạ tầng hiện đại và tiện nghi**

Chúng tôi không chỉ đáp ứng nhu cầu về không gian, mà còn mang đến cơ sở hạ tầng hiện đại và tiện nghi. Nhà xưởng được xây dựng với kết cấu bê tông cốt thép chất lượng cao, đáp ứng tiêu chuẩn phòng sạch và tối ưu hóa diện tích sử dụng. Hệ thống PCCC đảm bảo an toàn tuyệt đối. Nguồn điện và nước công suất cao luôn sẵn sàng phục vụ nhu cầu sản xuất của bạn.

**Môi trường làm việc sạch sẽ và thân thiện**

Chúng tôi không chỉ chú trọng đến khía cạnh kỹ thuật mà còn quan tâm đến môi trường sống xung quanh. Hệ thống xử lý nước thải công nghệ hiện đại và môi trường xanh được tạo ra để tạo ra một môi trường làm việc sạch sẽ và thân thiện.

**Đội ngũ quản lý chuyên nghiệp và kinh nghiệm**

Hãy để đội ngũ quản lý chuyên nghiệp và kinh nghiệm của chúng tôi hỗ trợ bạn trong quá trình thuê kho xưởng. Chúng tôi cam kết cung cấp tư vấn chuyên sâu và giúp bạn tiết kiệm thời gian và chi phí.

**Liên hệ ngay với TTC để được tư vấn và nhận báo giá**

Hãy liên hệ ngay với TTC để được tư vấn và nhận báo giá. Chúng tôi sẽ giúp bạn nâng cao hiệu suất kinh doanh và đưa doanh nghiệp của bạn tiến lên tầm cao mới tại Khu Chế Xuất Tân Thuận!

**Khu Chế Xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, TP. Hồ Chí Minh, Việt Nam.**
**Email: Marketing@tanthuan.com.vn**",_,,3,---,True,False,False,False,False,---, Thỏa thuận,Ngày đăng: 24/07/2023,---,"Kho, xưởng",---
" Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội", 15 m,---,"Cho thuê văn phòng tòa nhà AC, Duy Tân, Cầu Giấy đầy đủ nội thất, sảnh tiếp khách, phòng họp, internet, máy in ấn photo, trà cafe, hàng tháng không phát sinh chi phí,... Phù hợp cho các công ty có số lượng 2 - 100 nhân sự.
Khách hàng được sử dụng miễn phí các dịch vụ văn phòng cao cấp sau:
- Miễn phí điện điều hòa, các thiết bị điện trong văn phòng làm việc.
- Nội thất: Được trang bị bàn, ghế, tủ tài liệu và các thiết bị văn phòng phẩm.
- Internet, wifi tốc độ cao.
- Sử dụng phòng họp chung được trang bị đầy đủ thiết bị, sức chứa 10 - 15 người, có máy chiếu, bảng viết.
- Lễ tân phục vụ nhiệt tình, chu đáo, giao tiếp tiếng Anh.
- Sảnh tiếp khách: Trà, cafe, nước khoáng miễn phí.
- Khu vực pantry: Tủ lạnh, Teabreak...
- Sử dụng các thiết bị in ấn, scan, photo chung.
- Quảng cáo, trưng bày ấn phẩm tại khu vực lễ tân.
- Hỗ trợ xử lý phát sinh bất kỳ lúc nào khách hàng cần.
- Đảm bảo công ty hoạt động liên tục, chuyên nghiệp như các doanh nghiệp lớn.
- Khách hàng được đăng ký kinh doanh tại địa chỉ của tòa nhà.
Với dịch vụ chuyên nghiệp, diện tích thuê linh hoạt rất phù hợp với những công ty có quy mô vừa và nhỏ, các văn phòng đại diện, mô hình coworking space, văn phòng ảo... Chúng tôi cam kết đem đến dịch vụ hoàn hảo nhất cho quý khách hàng.
- Thông tin tòa nhà: Gồm 10 tầng nổi, 01 tầng hầm gửi xe và khu vực xung quanh, 02 thang máy tốc độ cao, an ninh hoạt động 24/24.
+ Nằm trên tuyến phố Duy Tân, Cầu Giấy, nơi tập trung nhiều cao ốc văn phòng, công ty, ngân hàng. Có vị trí trung tâm, giao thông thuận tiện.
+ Tòa nhà nằm ở vị trí trung tâm giữa các tuyến phố Trần Thái Tông, Xuân Thủy, Phạm Hùng, thuận tiện cho việc di chuyển đến sân bay Nội Bài.
- Các diện tích trống cho thuê văn phòng: 10 - 20 - 30 - 50 - 100 - 200 - 500m2.
- Địa chỉ: Tầng 8, tòa nhà AC, 78 Phố Duy Tân, quận Cầu Giấy, Hà Nội.
Thông tin chi tiết khách hàng vui lòng liên hệ trực tiếp chủ đầu tư.
Công ty Cổ phần Đầu tư CCB.
Hotline: 0904920*** (call/sms/zalo).
Mail: hnvanphongchothue@gmail.com",_,,---,---,False,False,False,False,False,---, 5 triệu / tháng,Ngày đăng: 24/07/2023,---,Văn phòng,---
" Đường Chùa Nghèo, Xã An Đồng, Huyện An Dương, Hải Phòng", 300 m,---,,_,,---,---,True,False,False,False,False,---, 150 ngàn / m,Ngày đăng: 26/07/2023,---,Văn phòng,---
" 355 Đường Nguyễn Thượng Hiền, Phường 11, Quận 10, Hồ Chí Minh", 535 m,12,"Cần cho thuê gấp 355 Nguyễn Thượng Hiền, Phường 11, Q10, đường 30m.

Diện tích đất: 12 x 35m CN 500m2 nhà trệt, 4 lầu.
Có khoảng trống sân rộng rãi đậu ô tô.
Tổng diện tích sàn gần 1000m2.

Vị trí cực đẹp, gần ngay vòng xoay đường 3/2, Cách Mạng Tháng 8,... Vòng xoay Dân Chủ.
Thích hợp kinh doanh văn phòng, khách sạn, thẩm mỹ viện, trường học ngoại ngữ.

Giá cả thương lượng cho đối tác thuê nhanh và lâu dài.

Ưu tiên ngân hàng, trường học..
Mọi chi tiết quý khách hàng vui lòng liên hệ.
Miễn trung gian.",_,,4,35m,True,True,True,False,True,---, 260 triệu / tháng,Ngày đăng: 28/07/2023,30m,Nhà mặt tiền,"12,5m"
" Đường Điện Biên Phủ, Phường 4, Quận 3, Hồ Chí Minh", 640 m,8,"Cần cho thuê gấp 415-415 Điện Biên Phủ, P4, Quận 3
Diện tích: 10,5x20,5m, trệt, lầu, ST
Tổng diện tích sàn hơn 640m2
Vị trí đẹp, gần ngã 4 Cao Thắng, thuận lợi các hướng di chuyển các quận 1,3,10
Phù hợp cho thuê làm phòng giao dịch ngân hàng, xây dựng nhà thép tiền kinh doanh trường học anh ngữ, showroom...
Giá cả thương lượng cho đối tác thuê hợp đồng lâu dài.",_,,2,---,False,False,False,False,False,---, 150 triệu / tháng,Ngày đăng: 28/07/2023,30m,Nhà mặt tiền,---
" Đường NE8, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương", 300 m,3,,Đông Nam,,2,40m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 55 triệu / tháng,Ngày đăng: 28/07/2023,64m,Nhà mặt tiền,30m
" Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội", 50 m,---,"- Vị trí đẹp : Gần ngã tư và nhiều ngân hàng thuận tiện đi lại và giao dịch
- Chỗ để xe rộng rãi, thoải mái, có bảo vệ trông 24/24h, có đỗ ô tô. 
- Diện tích : 𝟯𝟱𝗺𝟮 - 𝟱𝟬𝗺𝟮 - 𝟏𝟎𝟎𝐦𝟐, mặt tiền 6m
- Thuộc tòa nhà 8 tầng mới xây, sang trọng và đầy đủ dịch vụ tiện nghi.
- Bàn giao full điều hòa, nóng lạnh, internet, trần thạch cao, rèm.

Phù hợp : văn phòng công ty, văn phòng đại diện, du lịch, kho, bán hàng online, lớp học, spa, đào tạo, ...

Giá thuê : 𝟓.𝟓 𝐭𝐫𝐢𝐞̣̂𝐮 - 𝟖.𝟓 𝐭𝐫𝐢𝐞̣̂𝐮 - 𝟐𝟎 𝐭𝐫𝐢𝐞̣̂𝐮/𝐭𝐡 (có xuất VAT cho khách hàng cần).
Đặc biệt : Gói văn phòng đại diện giá cực tốt chỉ từ 𝟓𝟗𝟗𝐊/𝐭𝐡𝐚́𝐧𝐠.

Đ𝗮̣̆𝗰 𝗕𝗶𝗲̣̂𝘁 :
- Tặng ngay 30% khi thuê trong thời gian sự kiện 30/05 - 15/06.
- Hỗ trợ khách hàng thủ tục HĐ thuế, giấy tờ đăng ký KD, xuất hóa đơn.
- Liên hệ chủ xem văn phòng miễn phí .O964 -O5- 2828. ( có Zalo )
( SĐT liên hệ của em KIM NGÂN ở bên phải bài đăng nhé )",_,,30,10m,True,True,True,False,True,---," 8,5 triệu / tháng",Ngày đăng: 29/07/2023,20m,Văn phòng,25m
" Đường Số 17, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh", 30 m,---,"Phòng 4tr5 full nội thất cách cầu bình lợi chỉ 200m ( Hiệp Bình Chánh ) 
- Cách Phạm Văn Đồng 3 bước chân 
- Nội thất cơ bản tủ lạnh, máy lạnh, bếp, máy giặt...
- Điện 4k nước 150k Dịch vụ 150k free 2 xe máy
- Giảm giá đến hết 10/08 Phòng rộng và sạch sẽ - Giờ giấc tự do, có thể ở ghép 
Liên hệ mình Zalo hoạc Call 
Địa chỉ 54a đường số 17 Hiệp Bình Chánh Thủ Đức ( sát sau lưng White palace)
Cọc 1,5 tháng và có hoa hồng cho người môi giới",_,,---,---,False,False,False,False,False,---," 4,5 triệu / tháng",Ngày đăng: 29/07/2023,---,"Phòng trọ, nhà trọ",---
" Đường A1, Phường Hưng Phú, Quận Cái Răng, Cần Thơ", 70 m,2,"CHO THUÊ CĂN HỘ - 8 TRIỆU - HƯNG PHÚ - 16/8 xem và nhận nhà.

Cho thuê căn hộ chung cư Hưng Phú Lô B 70m2, 2 phòng ngủ.

- Diện tích sử dụng: 70m2
- Hướng cửa: Đông Bắc, view đường phố và Lý Thái Tổ.
- Kết cấu: 1 phòng khách, 2 phòng ngủ, 1 nhà vệ sinh, 1 bếp, 1 ban công mát.

🌻 NỘI THẤT FULL: 3 điều hoà, tủ lạnh, máy giặt, lò vi sóng, tivi, sofa, tủ quần áo, sàn lót gỗ, bàn ăn, set up đầy đủ nệm giường chỉ việc xách vali vào ở.

✅ Giá: 8 triệu, cọc 2 tháng, đóng tiền đầu tháng, ký HĐ dài hạn

☎️LH: gặp Kim Trường Land.",Đông Bắc,,3,---,True,True,True,False,False,Sổ hồng/ Sổ đỏ, 8 triệu / tháng,Ngày đăng: 29/07/2023,30m,Căn hộ chung cư,---
" Đường Nguyễn Văn Cừ, Quận Ninh Kiều, Cần Thơ", 1.540 m,---,"Cho thuê văn phòng 701F đường Nguyễn Văn Cừ, Q. Ninh Kiều, TP. Cần Thơ, DTSD: 1540 m2, tòa nhà 07 tầng, vỉa hè - bãi xe rộng.

Tòa nhà Trung tâm Sách và Thiết bị Giáo dục – NXBGDVN tại thành phố Cần Thơ tọa lạc tại số 701F đường Nguyễn Văn Cừ cách UBND thành phố Cần Thơ khoảng 02 km, giao thông đi lại thuận tiện. Tòa nhà phù hợp sử dụng làm VP làm việc, chi nhánh ngân hàng, cơ sở đào tạo, siêu thị, cửa hàng sách, …
I. Thông tin cụ thể như sau:
1. Vị trí: Số 701F đường Nguyễn Văn Cừ, P. An Khánh, Q. Ninh Kiều, TP. Cần Thơ.
2. Chủ đầu tư: Công ty TNHH MTV Nhà xuất bản Giáo dục Việt Nam.
3. Diện tích khu đất: 387,8 m2.
4. Diện tích xây dựng: 2.664,3 m2.
5. Phần diện tích cho thuê:
Có thể là toàn bộ phần diện tích VP từ tầng 1 đến tầng 5 của toà nhà (1386 m2) hoặc cho thuê theo từng tầng.
6. Quy mô của tòa nhà:
Tòa nhà 07 tầng nổi với chiều cao 27,1 m (cho thuê tầng 1-5)
- Tầng 1-2 : Khu VP (thương mại) 531 m2 + không gian công cộng. 
- Tầng 3-5 : Khu VP 855 m2 + không gian công cộng. Diện tích 285 m2/tầng.
Khi bàn giao sẽ đo đạc xác định diện tích theo thực tế.
7. Cách đo diện tích:
   Diện tích khu VP được tính từ mép trong tường bao (thông thủy), bao gồm cả cột (không bao gồm diện tích cầu thang, vệ sinh, hành lang, kỹ thuật).
8. Tổng diện tích để xe:
- Sân bê tông nội bộ 150 m2 (không bao gồm phần vỉa hè phía ngoài).
9. Thời gian thuê:
Từ 3 đến 10 năm; sau 3 năm nếu đơn vị thuê có nhu cầu tiếp tục thuê, các bên sẽ tổ chức thương thảo lại.
10. Điều khoản thanh toán: thuê toàn bộ từ tầng 1 đến tầng 5 tiền cọc sẽ là 03 tháng, thanh toán theo kỳ 02- 03 tháng/lần. Trong trường hợp thuê theo từng tầng riêng lẻ sẽ thương thảo tùy theo thực tế số tầng thuê thực tế.
11. Giá thuê:
- Đơn giá thuê VP tầng 1-2: 240.000 đ/m2/tháng. 
(1) Tiền thuê VP tầng 1-2: 
531 m2 x 240.000 đ/m2/tháng = 127.440.000 đ/tháng.
- Đơn giá thuê VP tầng 3-5:  210.000 đ/m2/tháng 
(2) Tiền thuê VP tầng 3-5 (285 m2/tầng): 
855 m2 x 210.000 đ/m2/tháng = 179.550.000 đ/tháng.
* Giá thuê từ tầng 1 đến tầng 5 tổng diện tích 1386 m2 
                      (1) + (2) = 306.990.000 đ/tháng.
- Đơn giá thuê đã bao gồm thuế GTGT 10% và chi phí vệ sinh, bảo vệ; không bao gồm: tiền điện, nước sử dụng thực tế của đơn vị, internet, điện thoại, fax... 
- Có thương thảo về giá thuê.
Lưu ý: 
- Khi cho thuê lẻ thì chỉ tách lẻ tầng 3, 4 hoặc 5. Tầng 1+2 thuê chung.
II. Hiện tòa nhà đã được trang bị đầy đủ các thiết bị sau:
+ Hệ thống điện: Máy phát điện (Cummins) và Đèn chiếu sáng (Led Roman).
+ Hệ điều hòa không khí: Điều hòa trung tâm VRV (Daikin 1 chiều nhập khẩu Thái Lan).
+ Hệ thống mạng và điện thoại cố định: Mạng không dây (Wifi EW1200G), điện thoại (cáp điện thoại 4 lõi trong nhà).
+ Hệ thống PCCC: Hệ thống chữa cháy tự động, bình chữa cháy và bơm chữa cháy.
+ Thang máy: Mitsubishi nhập khẩu.
+ Thiết bị vệ sinh: Inax đồng bộ, van cảm ứng xả nước tự động.
+ Hệ thống cửa, vách kính: Nhôm sơn tĩnh điện kết hợp kính cường lực. Nhôm Xingfa nhập khẩu, kính Hải Long.
+ Sàn văn phòng: Lát gạch granite 80x80cm Caesar.
+ Hệ thống trần thả: Xương và tấm trần thạch cao Vĩnh Tường.
Tất cả đều mới.

Liên hệ thuê văn phòng: Anh Kiên SĐT: 0989 019505.
",_,,---,---,False,False,False,False,False,---, 240 ngàn / m,Ngày đăng: 29/07/2023,---,Văn phòng,---
