address,area,bedroom_number,description,direction,end_date,floor_number,height,is_car_pack,is_dinning_room,is_kitchen,is_owner,is_terrace,law,price,start_date,street_in_front_of_house,type,width
" Đường Trần Kế Xương, Phường 7, Quận Phú Nhuận, Hồ Chí Minh", 115 m,4,"- Địa chỉ: Đường Trần Kế Xương, Phường 7, Phú Nhuận
+ Cách mặt tiền đường Phan Đăng Lưu 100m di chuyển.
+ Cách trung tâm TDTT Bình Thạnh chỉ 5p di chuyển.
- Kết cấu: 1Trệt
- Nhà có 3 phòng ngủ + 2 nhà WC + có cửa sổ phòng thoán mát.
- Nhà mới đẹp, thoáng mát, an ninh, gần các tiện ích (chợ, bệnh, trường học các cấp,... ).
- Hẻm 4m rộng rãi, cách hẻm xe hơi 30m.
- Khu vườn sạch sẽ an ninh thoáng mát,...
- Sổ hồng đầy đủ.
- Tặng một nội thất mới mua.
- DT: 50m (7 ngang x dài 16,5).
- (Khách thiện chí tặng lại nội thất).
- Pháp lý rõ ràng, chính chủ quan tâm liên hệ gặp chủ và đi xem nhà thực tế.",_,,1,16m,True,True,True,False,False,---," 3,4 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,7m
" Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội", 120 m,5,"☎️LH: CHUẨN NGUYỄN..
- Nhà phố LIền kề, dt 120m, mặt tiền 6m, xây dựng 7 tầng, phong cách hiện đại.
- Thang máy ngập khẩu, Gara 2 ôt ô, hạ tầng nội khu đồng bộ an ninh 24/7.
- Phòng khách rộng, nội thất VIP, 6 phòng ngủ khép kín.
- Nhận nhà ở luôn.
- Tiện ích: Trung tâm quận LOng Biên. 500m bán kính: BV Tâm Anh, trường qt Wellspring, cầu Chương Dương, vườn hoa Bồ Đề, trường học các cấp.
- Pháp lí sạch sẵn sàng mua bán, chuyển nhượng.
💰💰 Chào bán 32.4 tỷ - thương lượng trực tiếp với chủ nhà.",_,,7,---,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 32,4 tỷ ",Ngày đăng: 22/06/2023,12m,Nhà mặt tiền,6m
" Đường Nguyễn Cảnh Dị, Phường Đại Kim, Quận Hoàng Mai, Hà Nội", 62 m,4,"KĐT Đại Kim 2 thoáng, ô tô 62m2 4T 4N nhỉnh 13 tỷ. LH Khánh Trần
+ Vị trí ĐỈNH, khu vực VIP, tiện ích ngập tràn khỏi bàn, cạnh AEON Hoàng Mai sắp khởi công. 
+ Nhà 2 mặt tiền, mở cửa đi 2 mặt, 2 bancon trước sau, 2 ngõ ô tô tránh đỗ, 2 vỉa hè. 
+ Thiết kế tối ưu, mỗi tầng 2 phòng, vệ sinh và cầu thang giữa, giếng trời rộng giữa cầu thang làm ô chờ thang máy. 
- Tầng 1: Phòng khách, tiểu cảnh và gara. 
- Tầng 2: Bếp ăn và 1 phòng ngủ.
 - Tầng 3: 2 phòng ngủ. 
- Tầng 4: Phòng thờ, giặt sân phơi.
 Nhà khung bê tông, cửa và cầu thang gỗ lim, xây dựng theo thiết kế xen lẫn Á - Âu, Cổ điển mà hiện đại, ấm cúng mà mát mẻ, tối ưu công năng và tiện ích. 
Khách mua chỉ việc sơn lại theo màu ưa thích và xách vali về ở ngay.
 + Thêm tầng và lắp thang máy thoải mái. Vừa ở vừa cho thuê riêng biệt hoặc làm nhà nghỉ, trường mầm non, văn phòng,... 
+ sổ đỏ chuẩn chỉ, phân lô sẵn sàng giao dịch. 
Giá chào 13,7 tỷ có TL. 
Lh KHánh Trần - TỔNG KHO NHÀ ĐẸP, MANG ĐẾN SỰ AN TÂM TRỌN VẸN.",_,,4,---,False,False,False,False,False,---," 13,7 tỷ ",Ngày đăng: 22/06/2023,20m,Nhà mặt tiền,4m
" Đường Trừ Văn Thố, Thị Trấn Bàu Bàng, Huyện Bàu Bàng, Bình Dương", 1.000 m,---,"Chú 9 về sống con cái nên cần sang lại lô đất vườn có sẵn nhà cấp 4 nhỏ và phía sau vài cây ăn trái 
Đất đường nhựa trước đất 12m, giao thông rất thông thoáng và thuận lợi, dân cư hiện hữu, tiện ích đầy đủ, rất thích hợp để ở hay xây dựng kinh doanh, cho thuê,...
Diện tích: hơn 1000m2 vuông vức.
Sổ hồng riêng, khách ưng là ra công chứng ngay.
Giá quá mềm so với những khu vực lân cận chỉ 510 triệu.
Ít online zalo nên khách quan tâm cứ Gọi trực tiếp để xem đất và thương lượng 24/24.",_,,---,75m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 510 triệu ,Ngày đăng: 22/06/2023,12m,"Đất nông, lâm nghiệp",15m
" Đại Lộ Bình Dương, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương", 520 m,---,,_,,---,32m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 990 triệu ,Ngày đăng: 22/06/2023,18m,"Đất thổ cư, đất ở",15m
" Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh", 71 m,3,"*** Bán nhà góc 2 mặt tiền đường Nguyễn Trãi phường Nguyễn Cư Trinh Quận 1.
- Diện tích 4.2m x 18m.
- Công nhận 69.5m2.
- Kết cấu Trệt - lầu - sân thượng.
- Đang có HĐT 60 triệu/tháng.
- Vị trí siêu đẹp trên đường Nguyễn Trãi cách phố tây Bùi Viện chỉ vài trăm mét, xung quanh khu vực sầm uất.
- Pháp lý sổ hồng cá nhân công chứng ngay.
- Giá bán 30 tỷ bớt lộc.",Tây Nam,,3,18m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 30 tỷ ,Ngày đăng: 22/06/2023,20m,Nhà mặt tiền,"4,2m"
" Đường Phan Đăng Lưu, Phường 2, Quận Phú Nhuận, Hồ Chí Minh", 936 m,2,"*** Bán nhà 2 mặt tiền đường Phan Đăng Lưu Phường 2 Quận Phú Nhuận.*** 
- Diện Tích 936m2,17m x 56m 
- Diện Tích Công nhận : 842,1 m2 
- Kết Cấu : trệt + lầu. Khuôn đắt đẹp  thích hợp xây dựng toà nhà văn phòng cho thuê.
- CTXD 2 hầm - 14 tầng.
- HỢp Đồng Thuê 500 tr/tháng Còn 4 Năm 
- Vị trí siêu đẹp gần ngay khu ẩm thực Phan Xích Long, với lợi thế 2 mặt tiền đường lớn Phan Đăng Lưu - PHan Văn Cung toà nên giá trị của khuôn đất.
- Pháp lý sổ hồng tư nhân công chứng ngay.
- Giá bán 260 tỷ thương lượng.",Đông Nam,,2,56m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 260 tỷ ,Ngày đăng: 22/06/2023,30m,Nhà mặt tiền,17m
" Đường Chu Mạnh Trinh, Phường Bến Nghé, Quận 1, Hồ Chí Minh", 459 m,2,"*** Siêu phẩm góc 2 mặt tiền đường lớn Nguyễn Du - Chu Mạnh Trinh phường Bến Nghé Quận 1.***
- Diện tích: 16m x 36m 
- DTCN: 458,81m2
- Có chỉ tiêu XD: 2 hầm + 10 tầng 
- Hệ số 6,2 chấm - MĐXD 60%
- Vị trí cực đẹp góc 2 mặt tiền đường lơn Nguyễn Du và Chu Mạnh Trinh gần ngay đường Tôn Đức Thắng khu vực tập trung nhiều tòa nhà văn phòng cao cấp giáp khu đô thị Thủ Thiêm quận 2.
- Pháp lý sổ hồng tư nhân công chứng ngay.
- Giá bán 600 tỷ thương lượng.",Đông Nam,,2,36m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 600 tỷ ,Ngày đăng: 22/06/2023,30m,Nhà mặt tiền,16m
" Đường Nguyễn Du, Phường Bến Nghé, Quận 1, Hồ Chí Minh", 397 m,4,"*** Ngộp bank lắm rồi cần bán nhanh căn góc 2 mặt tiền Nguyễn Du phường Bến Nghé quận 1.
- Diện tích 12m x 37m.
- Công nhận 397m2.
- Kết cấu 4 tầng thích hợp làm bệnh viện thẩm mỹ .
- Khu vực được xây dựng cao Hầm 10 tầng thích hợp xây dựng Toà nhà văn phòng hoặc bệnh viện, view công viên Dinh Độc Lập Cực đẹp và thoáng mát.
- Pháp lý sổ hồng tư nhân công chứng ngay.
- Giá giảm từ 400 tỷ còn 360 tỷ ra lộc cho khách giao dịch nhanh gọn.",Tây Nam,,4,37m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 360 tỷ ,Ngày đăng: 22/06/2023,20m,Nhà mặt tiền,12m
" Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh", 100 m,3,"Vị trí: Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh
- Kết cấu gồm 1 trệt 1 lầu, 3PN,2WC, sân thượng
- Nhà ở vị trí mặt tiền, khu vực kinh doanh sầm uất, nhộn nhịp, dễ dàng di chuyển ra các quận trung tâm
- Đang có hợp đồng cho thuê 15tr/ tháng
- Diện tích: 100m2
- Giá: 3tỷ5( còn thương lượng)
- Sổ hồng sẵn, mua sang tên công chứng liền trong ngày
- Hiện trạng nhà mới đẹp, đầy đủ nội thất dọn vào ở ngay liền",_,,1,20m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,5 tỷ ",Ngày đăng: 22/06/2023,8m,Nhà mặt tiền,5m
" Đường số 24A, Thị trấn Đức Hòa, Huyện Đức Hòa, Long An", 250 m,---,"Chính chủ cần bán gấp lô cặp DT 250m2 , ngang 10 dài 25 , trong khu dân cư Tân Đức, Đức Hoà, Long An.

- Đường nhựa 12m thông các tuyến đường từ KCN Tân Đức ra đến Tỉnh lộ 824 và TL10.
- Vị trí sáng đẹp, đắc địa, đường bàn cờ thông nhau trong KDC - Phía đối diện là Trường Đại học Tân Tạo.
- Xung quanh đầy đủ tiện ích: Ngân hàng, Siêu thị, Chợ, Trường học các cấp, Bệnh viện, Trung tâm hành chính, Trung tâm thương mại,...
- Hệ thống nước máy, điện đường sẵn có.
- Dân cư đông đúc, xây dựng ngay và xây dựng tự do.
- Hỗ trợ vay Ngân hàng
- Gía 1 tỷ 4/lô , TL cho ai thiện chí",_,,---,25m,False,False,False,False,False,Sổ hồng/ Sổ đỏ," 1,4 tỷ ",Ngày đăng: 22/06/2023,12m,"Đất thổ cư, đất ở",10m
" Đường Trần Khánh Dư, Phường Tân Định, Quận 1, Hồ Chí Minh", 310 m,15,"Chủ cần bán gấp nhà làm Căn Hộ Dịch Vụ đường Trần Khánh Dư Phường Tân Định Quận 1.

❇KC: Hầm 8 Tầng, 14 phòng chdv 1 mặt bằng
❇Hiện trạng: Tự khai thác hơn 85 triệu/ tháng
- Giá: 18.5 Tỷ.
- Pháp lý: Sổ hồng riêng, sang tên công chứng trong ngày.
Nhà nằm ngay khu vực trung tâm, thuận tiện di chuyển qua các quận khác.",_,,7,---,False,False,False,False,False,---," 18,5 tỷ ",Ngày đăng: 22/06/2023,10m,Nhà mặt tiền,---
" Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Hồ Chí Minh", 69 m,4,"- Địa chỉ: Đào Duy Anh, P9, Phú Nhuận 
- Diện Tích 69m2 (4m x 17,2m).
- Kết cấu 1 Trệt, 2 Lầu, Sân Thượng. Nhà Thiết kế đẹp, rộng rãi thoáng mát.
- Nhà 4 phòng ngủ, 3WC 
- Hiện trạng nhà còn mới, full nội thất.
- Giá: 3,4 tỷ (còn thương lượng cho khách hàng thiện chí)
- Sổ chính chủ, mua sang tên ngay
-Nhà nằm khu vực trung tâm Phú Nhuận, gần công viên, ngay chợ, gần trường học,...
- Nhà hẻm xe hơi ra vào thoải mái, thuận tiện di chuyển đi Tân Bình, Bình Thạnh,...",_,,2,"17,2m",True,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,4 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,4m
" Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Hồ Chí Minh", 40 m,2,"- Địa chỉ: Nơ Trang Long, P12, BT
- Diện tích: 40m2 (4x10)
- Giá: 3tỷ
- Kết cấu nhà:
+ 1trệt, 1 lầu, 2PN, 2WC
+ Nhà thoáng mát, sạch đẹp
+ Nhà mới dọn vào ở ngay
+ Khu vực dân cư đông đúc
+ Gần ngay các trung tâm y tế (BV Gia Định,...)
+ Gần ngay các trường học các cấp 
- Sổ sẵn sang tên công chứng liền trong ngày
- Liên hệ Hiền để được tư vấn thêm thông tin chi tiết",_,,1,10m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 3 tỷ ,Ngày đăng: 22/06/2023,5m,Nhà mặt tiền,4m
" Đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Hồ Chí Minh", 56 m,3,"- Tiện ích
+ Vị trí thuận tiện, ngay trung tâm thành phố, thuận tiện đi lại.
+ Khu vực an ninh, dân trí cao
+ Nhà bao gồm 1 trệt và 1 lầu
+ Có phòng ăn, phòng bếp riêng
+ Nhà thoáng, 3 phòng ngủ, 2WC
+ Nhà còn mới, dọn vào ở ngay
- Địa chỉ: phường 22, Bình Thạnh 
- Diện tích: 56,2m2 (4x14,05)- Giá bán :3,4tỷ
- Sổ chính chủ, thanh toán sang tên công chứng trong ngày.
- Liên hệ để biết thêm thông tin chi tiết.",_,,1,"14,05m",True,True,True,False,True,---," 3,4 tỷ ",Ngày đăng: 22/06/2023,5m,Nhà mặt tiền,4m
" Đường Nguyễn Văn Khạ, Xã Tân An Hội, Huyện Củ Chi, Hồ Chí Minh", 243 m,---,"Vị trí: Nguyễn Văn khạ, Tân An Hội, ngay sau văn phòng ấp văn hóa Cây Sộp. Khu vực trung tâm củ Củ chi,
Diện tích 243m2 thổ cư toàn bộ, ngang mặt tiền 8m sâu 30m,
Đất mặt tiền đẹp, vuông vắn, nền cao ráo không cần đổ thêm đất, không ngập ứ nước.
Rất thích hợp cho khách muốn làm nhà vườn, xây nhà trọ co thuê, làm kho xưởng hay quán xá. Khách nào mua để dành bao lời
Giá bán chỉ 870tr, bớt lộc mạnh cho khách tiền sẵn mua nhanh gọn
Khách xem đất vui lòng hẹn trước! Cám ơn!",_,,---,30m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 870 triệu ,Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",8m
" Đường An Quới 1, Phường An Hòa, Thị xã Trảng Bàng, Tây Ninh", 100 m,---,"Bán đất khu dân cư 100m2 tại Thị Xã Trảng Bàng Tây Ninh giá 520tr
Giá 520tr bớt lộc
Sổ hồng riêng công chứng trong ngày
Hỗ trợ ngân hàng
Vị trí: Phường An Hòa, Thị Xã Trảng Bàng, Tỉnh Tây Ninh.
- Dân cư đã hiện hữu đông đúc.
- Bến xe An Sương khoảng 45 phút đi xe.
- Cách KCN Thành Thành Công 800 mét.
- Đi đến địa phận Củ Chi tp HCM 4km.
- Cách UBND phường An Hòa 300 mét.
Liên hệ em đi xem thực tế.",Đông,,---,20m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 520 triệu ,Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",5m
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 204 m,26,"+ Vị trí : Mặt tiền đường 10,5 m Lê Thanh Nghị, trung tâm Hoà Cường Bắc, bán kính 1 km là chuỗi tiện ích lớn của khu vực : 3 trường Đại học, Chợ Hoà Cường, Chợ Đầu Mối, Bệnh viện Mắt, Khu Giải trí Helio, 2 siêu thị lớn.
+ Diện tích đất khủng hơn 200m2, mặt tiền gần 8 m nở hậu siêu đẹp. Nhà 6 tầng kiên cố có thang máy, gồm 1 mặt bằng cho thuê tầng 1, 20 phòng cho thuê và 1 penthouse full sàn ở tầng thượng, tổng dòng tiền ổn định gần 110tr/ tháng.
+ Chủ cần bán nhanh để chuyển đổi mục đích kinh doanh. Sẵn sàng thương lượng tốt và giao dịch nhanh cho khách hữu duyên.
+ Khách quan tâm siêu phẩm này gọi ngay Mr Anh để được cung cấp thêm thông tin, xem nhà trực tiếp và kết nối làm việc chính chủ.",Đông,,6,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 25 tỷ ,Ngày đăng: 22/06/2023,11m,Nhà mặt tiền,"7,8m"
" 50 ngõ 62 Đường Ngọc Hà, Phường Đội Cấn, Quận Ba Đình, Hà Nội", 38 m,6,"Chính chủ cần bán tòa nhà  6 tầng cho thuê căn hộ dịch vụ lô góc mặt ngõ 50 ngõ 62 phố Ngọc Hà  - trung tâm  quận Ba Đình, Ngõ rộng trên 2m  từ mặt đường vào tới nhà khoảng 120m, ngõ thông sang ngõ 88 Ngọc Hà khoảng 80m  có bãi gửi xe ô Tô tại cổng sau Lăng Bác . Có ngõ thông ra hồ  Ngọc Hà đi khoảng 70m .  .Mặt tiền 7,2m nở hậu   sổ đỏ 38m2- 6 tầng – từ tầng 3 đến T6 đua ra nên DTSD 50 m2/ tầng , Nhà 3 mặt thoáng, hướng cửa chính, cửa sổ chính  tây , ban công chính nam rất mát  ,  DTSD : 280m2 , Đất ổn định không  quy hoạch . Thiết kế công năng mỗi tầng là một căn hộ khép kín đang cho thuê T3,4,5,6 thu nhập 30tr / tháng . T1 sử dụng chung , tầng 2 để lại chủ nhà sử dụng riêng .  Giá bán 6,8 tỷ",Tây,,6,"5,1m",False,False,True,False,True,Sổ hồng/ Sổ đỏ," 6,8 tỷ ",Ngày đăng: 22/06/2023,"2,5m",Nhà trong hẻm,"7,2m"
" Đường Thạnh Lộc 44, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh", 65 m,4,"1️⃣ Được xây dựng theo kiến trúc bán cổ điển Châu Âu, được đồng bộ về dân trí,cơ sở hạ tầng chỉnh chu.
2️⃣ Kết cấu gồm: 4 phòng ngủ, 5 wc, phòng giặt, phòng thờ, sân thượng trước sau.
3️⃣ Sổ hồng riêng từng căn.
4️⃣ Ngân hàng hỗ trợ vay lên đến 70%.
5️⃣ Giá cả thương thảo mạnh từ Chủ Đầu Tư,thanh toán theo tiến độ xây dựng.
6️⃣ Được bảo hành theo hợp đồng.
7️⃣ Diện tích sử dụng lên đến 250m2

🔥🔥Nằm ngay vị trí đắc địa có thể kinh doanh mọi ngành nghề và có đầy đủ các tiện ích khác trong bán kính 500m.",Đông Bắc,,3,15m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 6 tỷ ,Ngày đăng: 22/06/2023,12m,"Biệt thự, nhà liền kề",4m
" Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Hồ Chí Minh", 40 m,2,"Hẻm Chu Văn An, Phường 12, Quận Bình Thạnh.
Cách mặt tiền Chu Văn An 100m
Di chuyển qua học viện cán bộ 5p di chuyển
 - Kết cấu gồm 1 trệt 1 lầu, 2PN, 2WC.
 - Nhà ở vị trí mặt tiền, khu vực kinh doanh sầm uất, nhộn nhịp
 - Đang có hợp đồng cho thuê 12tr/ tháng
 - Diện tích: 40m2
 - Giá: 2 tỷ 9( còn thương lượng)
 - Sổ hồng sẵn, mua sang tên công chứng liền trong ngày",_,,1,10m,False,True,True,False,False,Sổ hồng/ Sổ đỏ," 2,9 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,4m
" Đường Trường Sa, Phường 14, Quận 3, Hồ Chí Minh", 70 m,3,"Vị trí gần cầu công lý đối diện là chùa Vĩnh Nghiêm

- Nhà xây kiên cố, chắc chắn, thẩm mỹ, tặng full nội thất.

- Kết cấu: 1 trệt 1 lầu, 3PN, 2 WC, phòng khách, phòng bếp, ban công.

- Giá 3,950 tỷ

- Diện tích: 70m2 ( 7 * 10 )

- Pháp lý sổ hồng vuông như tờ A4, công chứng trong ngày.",_,,1,10m,False,True,True,False,False,Sổ hồng/ Sổ đỏ," 3,95 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,7m
" Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Hồ Chí Minh", 57 m,3,"Vị trí:
- Gần trường đại học Kinh Tế Tài Chính.
- Gần trường đại học quốc tế Hồng Bangg
- Diện tích: 57m² (5*11,4).
- Giá 3 tỷ 2.
Tiện ích:
- Kết cấu: 1 trệt 1 lầu, 3 phòng ngủ, 2WC.
- Nhà xây mới 1 trệt 1 lầu sát mặt tiền đường.
- Khu phố an ninh, dân trí cao.
- Nhà mới đẹp tặng full nội thất.
Sổ hồng sẵn mua sang tên công chứng trong ngày",_,,1,"11,4m",False,True,True,False,False,---," 3,2 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà trong hẻm,5m
" Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh", 56 m,4,"Bán căn nhà mặt tiền hẻm Quang Trung, phường 8, Gò Vấp.
- Diện tích: 4 x 14m2 
- Vị trí: Víp 1 trục xe hơi đậu trong nhà
- kết cấu: 1 trệt, 1 lửng, 1 lầu, gara oto, phòng khách, bếp, 3 phòng ngủ VIP, 4 tolet, ban công rộng rãi, giếng trời thoáng mát.
- Đường trước nhà 6m thông buôn bán kinh doanh, phù hợp văn phòng, cty, spa, tiệm nail...
- Gần chợ, trường học các cấp 1 2 3, trung tâm hành chính quận Gò Vấp.
- Tặng toàn bộ nối thấp cao cấp tủ lạnh, máy giặc, tivi, máy giặc, ,máy nướng nóng,... khách hàng chỉ cần sách vali vào là ở ngay.
- Hướng Đông Nam
- Giá: 4.2 tỷ
- pháp lý: 
+ Sổ hồng riêng
+ có ngân hàng hỗ trợ vay",_,,1,14m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 4,2 tỷ ",Ngày đăng: 22/06/2023,8m,Nhà trong hẻm,4m
" Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, Hồ Chí Minh", 60 m,4,"Vị trí: Ngay ngã tư Lê Quang Định giao Nguyễn Bỉnh Khiêm, tiện di chuyển ra các quận trung tâm (Phú Nhuận, Tân Bình, Bình Thạnh, sân bay,... ).
- Diện tích: 5 x 12,5m
- Sổ hồng hoàn công đủ. Giá: 3tỷ8.
Kết cấu: 1 trệt + 1 lửng + 1 lầu + sân thượng.
Nhà có 4 Phòng ngủ + 4WC.
Nhà hẻm 6m, mới xây 100%, full nội thất. Chỉ việc dọn vào ở ngay. Khu vực an ninh, sạch đẹp, 2 mặt tiền thoáng mát.
Thích hợp mua về ở hoặc cho thuê.",_,,1,12m,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,8 tỷ ",Ngày đăng: 22/06/2023,6m,Nhà mặt tiền,5m
" Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội", 222 m,12,"Vị trí đắc địa, ngay ngã tư trục chính trung tâm quận hà đông,

- Đất mặt phố Lê Trọng Tấn, gần ngã tư giao với phố Quang Trung.
- Lô góc mặt tiền khủng - xây bệnh viện, toà nhà thì hết nước chấm.

- Tổng diện tích 222m², lô góc 2 mặt tiền, mặt tiền chính 16.2m.
- Hiện trạng đất trống, không có nhà.
- Vị trí quá đẹp, ngay cạnh toà chung cư FLC, lô góc một mặt phố và một mặt đường oto tránh trải nhựa.
- Mảnh đất vuông đẹp.
- Mảnh đất này phù hợp xây bệnh viện, toà nhà văn phòng lớn hoặc showroom...
- Pháp lý là đất full thổ cư 100%, đất ở đô thị lâu dài. Sổ đỏ chính chủ, giao dịch ngay.

Giá bán: 43,8 tỷ (có thương lượng).
Liên hệ: Nguyễn kính.",_,,9,"13,8m",False,False,False,False,False,Sổ hồng/ Sổ đỏ," 43,8 tỷ ",Ngày đăng: 22/06/2023,40m,Nhà mặt tiền,16m
" Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, Hồ Chí Minh", 56 m,5,"Bán căn nhà ngay tại Ngô Đức Kế, phường 12, Bình Thạnh 
- Nhà hẻm xe hơi, sát mặt tiền.
- Diện tích đất: 4.7x12m - Diện tích công nhận: 48m2
- Diện tích xây dựng: 40.2 m2 : Diện tích sàn: 175m2
- Kết cấu: trệt, 3 lầu, sân thượng.
- Nhà có 5 phòng ngủ, 6 nhà vệ sinh.
- hem xe hơi 5m, cách mặt tiền chỉ có 10m
- nhà góc 2 mặt tiền thoáng mát
- Nhà xây kiên cố xem là thích nghi
- nhà mới full nội thất chỉ cần sách vali vào là ở ngay
- thích hợp mua ở gia đình hoặc cho thuê kinh doanh
- Giá: 3.6 
- Sổ hồng hoàn công đủ",_,,3,12m,False,True,True,False,True,Sổ hồng/ Sổ đỏ," 3,6 tỷ ",Ngày đăng: 22/06/2023,5m,Nhà mặt tiền,5m
" Đường Xóm Ủy Ban, Xã Thụy Hương, Huyện Chương Mỹ, Hà Nội", 550 m,6,"Gia đình chủ cần bán gấp biệt thự trung tâm xã thụy hương Chương Mỹ
Diện tích 550m2 xây 5 tầng lô góc mặt tiền 30m. Đường rộng ô tô đỗ cửa. Vị trí siêu đẹp..gần nhà Văn Hóa đường thông thoáng.
Thật sự bán đi cũng rất tiếc vị trí cực đẹp và tiềm năng thời điểm này bắt buộc phải bán. Nhà mới xây dựng được 7 năm. Cây cảnh chủ mua mất 1 tỷ.
Giờ xác định bán nhà tặng chủ mới.
Giá 6.6 tỷ có bớt 
Quý khách lh ngay còn kịp",_,,5,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 12 triệu / m,Ngày đăng: 22/06/2023,8m,"Biệt thự, nhà liền kề",30m
" Đường Kỳ Đồng, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng", 104 m,3,"Giảm sốc 1,300 triệu
Mặt tiền Trung Tâm Quận Thanh Khê - Gần chợ - Kinh doanh sầm uất.
👉Mô tả : Diện tích 104m2, mặt tiền 5m đường trước nhà 7m5, lề 4m.
-Nhà 3 tầng công năng đầy đủ.
 👉Vị trí: giao thông buôn bán tấp nập. Tiện ích xung quanh đầy đủ không thiếu gì. Bán kính 1km có chợ, siêu thị, trường cấp 2 cấp 3, bệnh viện, gần biển.",Nam,,3,19m,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 7,6 tỷ ",Ngày đăng: 21/06/2023,"7,5m",Nhà mặt tiền,5m
" Xã Tân Phú Trung, Huyện Củ Chi, Hồ Chí Minh", 153 m,---,"Lô đất sổ sẵn chủ mua năm ngoái là 1,3 tỷ , năm nay chủ kinh doanh lỗ nên đưa giá bán tháo 950tr , e chào ròng rã 2 tháng chưa ra. Nay chủ hạ thêm 200tr chỉ còn 765tr cho lô đất đất thổ cư rộng 153m2 (8x19), trên đất có xây nhà tạm. Mua đất chủ tặng luôn nhà. bao hết phí thuế. Bớt lộc cho khách tiền sẵn.
VỊ trí lô đất: đường Nguyễn thị cẩm, Tân phú trung, Củ chi.Từ chùa Liên Trì đi vào 300m.
Đường trước đất 6m,lộ giới 12m.
Khách thiện chí liên hệ trực tiếp SDT bên cạnh xem đất. Khách gọi chơi xin miễn gọi, miễn SMS_ chủ trầm cảm rồi",_,,---,19m,False,False,False,False,False,Sổ hồng/ Sổ đỏ, 765 triệu ,Ngày đăng: 22/06/2023,8m,"Đất thổ cư, đất ở",8m
